,instance_id,gesture_id,country,highest-level UNGeoScheme,lowest-level UNGeoScheme,Inglehart–Welzel cluster,user_id,meaning,offensive_usage_scenarios,non_offensive_usage_scenarios,offensiveness_score,confidence_score,unsure_explanation
707,ID_SA_7,Index finger pointing,Malaysia,Asia,South-eastern Asia,West and South Asia,66ce678bbaaf120fe160a530,Tp blame someone ,"When there's Two executives working in a company, one of them using hand gesture in a work meeting ",,Rude/Impolite/Inappropriate/Disrespectful,4,
708,ID_SA_8,Middle Finger,Malaysia,Asia,South-eastern Asia,West and South Asia,66559f1bed5310fc6e23d2c5,it implies a very rude and hateful sign to another person,"in any situation, this hand gesture is offensive",,Hateful,5,
709,ID_SA_8,Middle Finger,Malaysia,Asia,South-eastern Asia,West and South Asia,664b3b0db7eb225f6d56922c,This is really rude and impolite for people in Malaysia as their culture really islamic,There is no any way they use this for good way,,Rude/Impolite/Inappropriate/Disrespectful,5,
710,ID_SA_8,Middle Finger,Malaysia,Asia,South-eastern Asia,West and South Asia,65f03cac071873738667ccbb,"It means the same as everywhere else, to insult someone. This could even be charged under some laws.", When you flip someone off on the street.,,Hateful,5,
711,ID_SA_8,Middle Finger,Malaysia,Asia,South-eastern Asia,West and South Asia,65f0831414fd6e9e51e08708,It implies that you are mocking a person or it is another form of a curse using finger,There's a certain scenario that you didn't like the person and you used the hand gesture,,Rude/Impolite/Inappropriate/Disrespectful,5,
712,ID_SA_8,Middle Finger,Malaysia,Asia,South-eastern Asia,West and South Asia,664b35c3568df120a3f2e421,"middle finger means ""fuck you""",when someone in a fight shows this gesture to the oppose ,,Rude/Impolite/Inappropriate/Disrespectful,5,
713,ID_SA_9,Curled finger,Philippines,Asia,South-eastern Asia,West and South Asia,66c6103e977bf44e81321141,tidak sopan,menyinggung tidak sopan,,Offensive/Obscene,5,
714,ID_SA_9,Curled finger,Philippines,Asia,South-eastern Asia,West and South Asia,66c9c1094fc1ecb5bd39303f,"The finger-pointing gesture as shown in the picture is generally not prohibited in the Philippines. This gesture is often used for various purposes, such as calling someone, pointing at something, or even as a certain expression.","Context matters: The meaning of a hand gesture can vary depending on the context. The same gesture may be considered polite in one situation, but rude in another.
Local culture and customs: Different cultures have different norms and customs regarding body language. Even if these gestures are not explicitly prohibited, it’s a good idea to be aware of local customs and avoid gestures that are considered rude or insulting.","Respect others: Avoid gestures that are considered threatening, insulting, or rude.
Pay attention to facial expressions: Facial expressions can greatly influence the meaning of a gesture.
Adapt to the situation: Use body language that is appropriate to the situation and the person you are communicating with.",Not Offensive/Appropriate/No Meaning,4,
715,ID_SA_9,Curled finger,Philippines,Asia,South-eastern Asia,West and South Asia,664c555c1da83d1a7e67a435,can be considered disrespectful or associated with calling someone in a derogatory manner.,"such as inviting someone to come over in a casual or dismissive manner, especially towards elders. It can also be interpreted as a way to demean or insult, particularly if used in a confrontational situation.",,Rude/Impolite/Inappropriate/Disrespectful,5,
716,ID_SA_9,Curled finger,Philippines,Asia,South-eastern Asia,West and South Asia,66ce678bbaaf120fe160a530,It's like someone asking you for a fight ,Two groups of students or college students meet and someone using this hand gesture to provoke ,,Offensive/Obscene,5,
717,ID_SA_9,Curled finger,Philippines,Asia,South-eastern Asia,West and South Asia,65f03d935f9bf60068302212,"It is a demand, or a rude request, for someone to come closer","The person performing this action may lack regards for the other person, or taunting and provoking aggression towards them",,Rude/Impolite/Inappropriate/Disrespectful,4,
718,ID_SA_10,Curled finger,Vietnam,Asia,South-eastern Asia,West and South Asia,66559f1bed5310fc6e23d2c5,it means that the person has to come forward.,in any situation this is considered rude because it implies slavery ,,Rude/Impolite/Inappropriate/Disrespectful,4,
719,ID_SA_10,Curled finger,Vietnam,Asia,South-eastern Asia,West and South Asia,66c9c1094fc1ecb5bd39303f,"This gesture is often used for various purposes, such as calling someone, pointing at something, or even as a certain expression.","Context matters: The meaning of a hand gesture can vary depending on the context. The same gesture may be considered polite in one situation, but rude in another.
Local culture and customs: Different cultures have different norms and customs regarding body language. Even if these gestures are not explicitly prohibited, it’s a good idea to be aware of local customs and avoid gestures that are considered rude or insulting.","Respect others: Avoid gestures that are considered threatening, insulting, or rude.
Pay attention to facial expressions: Facial expressions can greatly influence the meaning of a gesture.
Adapt to the situation: Use body language that is appropriate to the situation and the person you are communicating with.",Not Offensive/Appropriate/No Meaning,4,
720,ID_SA_10,Curled finger,Vietnam,Asia,South-eastern Asia,West and South Asia,6658f43c81732302f479d0d4,It may infer that someone is lower or weaker than you,When speaking with someone alone,,Rude/Impolite/Inappropriate/Disrespectful,4,
721,ID_SA_10,Curled finger,Vietnam,Asia,South-eastern Asia,West and South Asia,66ce86e0e9031fe5e0310b5a,"Such finger gestures usually mean calling something like a person/animal, some even say it is a sign of peace",Finger gestures like that usually mean something like calling something like a person/animal which makes it confusing that when humans call other humans it's the same as calling an animal.,If there is a tribe that uses this gesture as a sign of peace it is very easy to understand and it is very simple,Unsure,4,confusing because in one tribe and another tribe it has different meanings
722,ID_SA_10,Curled finger,Vietnam,Asia,South-eastern Asia,West and South Asia,66ce678bbaaf120fe160a530,"I'm not sure, I'm not familiar with Vietnamese culture ","I'm not sure, I'm not familiar with Vietnamese culture ","I'm not sure, I'm not familiar with Vietnamese culture ",Unsure,3,i'm not really sure about Vietnamese culture so i'm not sure 
723,ID_SA_11,Curled finger,Singapore,Asia,South-eastern Asia,West and South Asia,65f0677c96375d7ff6595772,showing another people inferiority,calling people to our side with that gesture,,Offensive/Obscene,5,
724,ID_SA_11,Curled finger,Singapore,Asia,South-eastern Asia,West and South Asia,66c9c1094fc1ecb5bd39303f,"This gesture is often used for various purposes, such as calling someone, pointing at something, or even as a certain expression.","Respect others: Avoid gestures that are considered threatening, insulting, or rude.
Pay attention to facial expressions: Facial expressions can greatly influence the meaning of a gesture.
Adapt to the situation: Use body language that is appropriate to the situation and the person you are communicating with.","Context matters: The meaning of a hand gesture can vary depending on the context. The same gesture may be considered polite in one situation, but rude in another.
Local culture and customs: Different cultures have different norms and customs regarding body language. Even if these gestures are not explicitly prohibited, it’s a good idea to be aware of local customs and avoid gestures that are considered rude or insulting.",Not Offensive/Appropriate/No Meaning,5,
725,ID_SA_11,Curled finger,Singapore,Asia,South-eastern Asia,West and South Asia,65f0831414fd6e9e51e08708,It is considered as a rude gesture.,It is a rude gesture.,,Rude/Impolite/Inappropriate/Disrespectful,5,
726,ID_SA_11,Curled finger,Singapore,Asia,South-eastern Asia,West and South Asia,665652337f7a6a3a5aff1e15,"In Singapore, the beckoning sign (curled finger) is considered offensive. It is disrespectful to call elders or authority figures this way, implying superiority. It's viewed as rude in public and professional settings.","The beckoning sign (curled finger) is offensive in Singapore when calling elders, in professional settings, in public spaces, or at cultural events. It implies superiority and is generally seen as disrespectful.",,Rude/Impolite/Inappropriate/Disrespectful,5,
727,ID_SA_11,Curled finger,Singapore,Asia,South-eastern Asia,West and South Asia,65f03d935f9bf60068302212,It requests someone to come closer,It's basically a demand without regards for the other person or people,,Offensive/Obscene,5,
728,ID_SA_12,Left Hand ,Vietnam,Asia,South-eastern Asia,West and South Asia,65f0677c96375d7ff6595772,it doesnt mean anything in particular for vietnam is not a islamic country,,there is none,Not Offensive/Appropriate/No Meaning,2,
729,ID_SA_12,Left Hand ,Vietnam,Asia,South-eastern Asia,West and South Asia,6623ed80a449e9750b224836,"In Vietnam, some people lefthanded, and when people use this hand gesture to do something is normal in general.",,"when someone use their left hand in daily activities (like eating, or drawing), people think they are  talented.",Not Offensive/Appropriate/No Meaning,4,
730,ID_SA_12,Left Hand ,Vietnam,Asia,South-eastern Asia,West and South Asia,66ce86e0e9031fe5e0310b5a,as long as they don't point fingers and don't overdo things it shouldn't be a problem,,"pointing with the thumb, using a lower tone of voice towards parents, using a greeting every time you meet other people, receiving goods or giving things with the right hand",Not Offensive/Appropriate/No Meaning,4,
731,ID_SA_12,Left Hand ,Vietnam,Asia,South-eastern Asia,West and South Asia,65f0831414fd6e9e51e08708,They are accepting the gift and enjoying the food.,,It is not offensive because it means you are accepting the gift they are giving you. ,Not Offensive/Appropriate/No Meaning,5,
732,ID_SA_12,Left Hand ,Vietnam,Asia,South-eastern Asia,West and South Asia,664b35c3568df120a3f2e421,it is rude to use your left hand to someone because the left hand is used to clean your body while in a toilet,when you handed a food to someone using your left hand,,Rude/Impolite/Inappropriate/Disrespectful,5,
733,ID_SA_13,Left Hand ,Indonesia,Asia,South-eastern Asia,West and South Asia,66c6103e977bf44e81321141,Memakai tangan kiri di Indonesia sangat tidak sopan dan di tidak ada etika,"Seandainya saya memberikan uang atau makanan kepada teman saya menggunakan tangan kiri , pasti mereka menolak dan marah karna itu sangat menyingung dan tidak sopan sama sekali",,Rude/Impolite/Inappropriate/Disrespectful,5,
734,ID_SA_13,Left Hand ,Indonesia,Asia,South-eastern Asia,West and South Asia,664b3b0db7eb225f6d56922c,As their islamic culture they always use right hand for good things,They really not comfort to use left hand for good things.,,Rude/Impolite/Inappropriate/Disrespectful,5,
